label,probability,page
0.0,0.07530585676431656,Mozart/86719/9
0.0,0.19874538481235504,Beethoven/69586/2
0.0,0.07182260602712631,Beethoven/69586/4
0.0,0.0851505696773529,Beethoven/69586/5
0.0,0.0773417055606842,Beethoven/69586/6
0.0,0.15506282448768616,Beethoven/69586/7
0.0,0.08552543073892593,Beethoven/69586/8
0.0,0.17971739172935486,Beethoven/69586/9
0.0,0.19499939680099487,Beethoven/69586/10
0.0,0.20620745420455933,Beethoven/69586/11
0.0,0.31386426091194153,Beethoven/69586/12
0.0,0.2686779499053955,Beethoven/69586/13
0.0,0.1389741152524948,Beethoven/69586/14
0.0,0.06821298599243164,Liszt/05332/1
0.0,0.2601451873779297,Liszt/05332/2
0.0,0.3930171728134155,Liszt/05332/3
0.0,0.5827231407165527,Liszt/05332/4
0.0,0.4858648180961609,Liszt/05332/5
0.0,0.6099387407302856,Liszt/05332/6
0.0,0.3173973858356476,Liszt/05332/7
0.0,0.23749993741512299,Liszt/05332/8
0.0,0.17860300838947296,Liszt/05332/9
0.0,0.3074655830860138,Liszt/05332/10
0.0,0.20141302049160004,Liszt/05332/11
0.0,0.19327379763126373,Liszt/05332/12
0.0,0.1272924691438675,Liszt/05332/13
0.0,0.1447611302137375,Liszt/05332/14
0.0,0.16154953837394714,Liszt/05332/15
0.0,0.21214796602725983,Liszt/05332/16
0.0,0.14885838329792023,Liszt/05332/17
0.0,0.19824029505252838,Liszt/05332/18
0.0,0.40400227904319763,Liszt/05332/19
0.0,0.16291429102420807,Liszt/05332/20
0.0,0.24270521104335785,Liszt/05332/21
0.0,0.40563687682151794,Liszt/05332/22
0.0,0.1777379810810089,Liszt/05332/23
0.0,0.6068337559700012,Liszt/05332/24
0.0,0.35690662264823914,Liszt/05332/25
0.0,0.18059873580932617,Liszt/05332/26
0.0,0.12947729229927063,Liszt/05332/27
0.0,0.1981167495250702,Liszt/05332/28
0.0,0.12980975210666656,Liszt/05332/29
0.0,0.08793885260820389,Liszt/05332/30
0.0,0.3263896107673645,Liszt/05332/31
0.0,0.1847228705883026,Liszt/05332/32
0.0,0.3910343647003174,Liszt/05332/33
0.0,0.35575246810913086,Liszt/05332/34
0.0,0.033816784620285034,Schubert/08920/0
0.0,0.13402222096920013,Schubert/08920/1
0.0,0.07120736688375473,Schubert/08920/2
0.0,0.11096589267253876,Schubert/03141/0
0.0,0.03520123288035393,Schubert/03141/1
0.0,0.053877219557762146,Bach/02194/0
0.0,0.04615720734000206,Bach/02194/1
0.0,0.07258616387844086,Bach/02194/2
0.0,0.06587879359722137,Bach/02194/3
0.0,0.07302720099687576,Bach/02194/4
0.0,0.06225961819291115,Bach/02194/5
0.0,0.22106142342090607,Chopin/167544/0
0.0,0.08345719426870346,Chopin/167544/1
0.0,0.13479933142662048,Chopin/167544/2
0.0,0.18901793658733368,Chopin/167544/3
0.0,0.148712620139122,Chopin/167544/4
0.0,0.1465429663658142,Chopin/167544/5
0.0,0.14136755466461182,Chopin/167544/6
0.0,0.19048796594142914,Chopin/167544/7
0.0,0.06683897227048874,Chopin/167544/8
0.0,0.13009464740753174,Chopin/167544/9
0.0,0.1617480367422104,Chopin/167544/10
0.0,0.09826397895812988,Chopin/167544/11
0.0,0.10917232185602188,Chopin/167544/12
0.0,0.083858922123909,Chopin/167544/13
0.0,0.1479424387216568,Chopin/167544/14
0.0,0.36102479696273804,Chopin/167544/15
0.0,0.15086869895458221,Chopin/167544/16
0.0,0.11361588537693024,Chopin/167544/17
0.0,0.10211145877838135,Chopin/167544/18
0.0,0.13137774169445038,Chopin/167544/19
0.0,0.21462148427963257,Liszt/108450/1
0.0,0.3031882643699646,Liszt/108450/2
0.0,0.20344485342502594,Liszt/108450/3
0.0,0.21021883189678192,Liszt/108450/4
0.0,0.07746624946594238,Schubert/00884/0
0.0,0.08296775817871094,Schubert/00884/1
0.0,0.2517955005168915,Schubert/00884/2
0.0,0.06664378196001053,Schubert/00884/3
0.0,0.05161953717470169,Schubert/00884/4
0.0,0.07681293785572052,Schubert/00884/5
0.0,0.18954037129878998,Schubert/00884/6
0.0,0.17880259454250336,Schubert/00884/7
0.0,0.09625189751386642,Schubert/00884/8
0.0,0.12376698106527328,Schubert/00884/9
0.0,0.23550128936767578,Schubert/00884/10
0.0,0.15505142509937286,Schubert/00884/11
0.0,0.11710313707590103,Schubert/00884/12
0.0,0.13978372514247894,Schubert/00884/13
0.0,0.1754825860261917,Schubert/00884/14
0.0,0.05402831733226776,Schubert/00884/15
0.0,0.058525070548057556,Schubert/00884/16
0.0,0.1212708055973053,Schubert/00884/17
0.0,0.1264786571264267,Schubert/00884/18
0.0,0.1665387898683548,Schubert/00884/19
0.0,0.03634954243898392,Liszt/58325/0
0.0,0.037874266505241394,Liszt/58325/1
0.0,0.071322962641716,Liszt/58325/2
0.0,0.08868589252233505,Liszt/58325/3
0.0,0.1195170059800148,Liszt/58325/4
0.0,0.3060043454170227,Liszt/58325/5
0.0,0.1132388561964035,Liszt/58325/6
0.0,0.04901091754436493,Liszt/58325/7
0.0,0.10884706676006317,Liszt/58325/8
0.0,0.08272872120141983,Liszt/58325/9
0.0,0.10475394129753113,Liszt/58325/10
0.0,0.11824550479650497,Liszt/58325/11
0.0,0.09900686889886856,Liszt/58325/12
0.0,0.07389600574970245,Liszt/58325/13
0.0,0.09817869961261749,Liszt/58325/14
0.0,0.08496411889791489,Liszt/58325/15
0.0,0.10635814815759659,Liszt/58325/16
0.0,0.11828017979860306,Liszt/58325/17
0.0,0.0675671175122261,Liszt/58325/18
0.0,0.15498153865337372,Liszt/58325/19
0.0,0.05010983347892761,Bach/06401/0
0.0,0.09393153339624405,Bach/06401/1
0.0,0.08214978873729706,Bach/06401/2
0.0,0.08123116195201874,Bach/109063/1
0.0,0.06259845942258835,Bach/109063/2
0.0,0.13180877268314362,Liszt/240493/1
0.0,0.17305073142051697,Liszt/240493/2
0.0,0.09109900146722794,Liszt/240493/3
0.0,0.12103993445634842,Liszt/240493/4
0.0,0.14698712527751923,Liszt/240493/5
0.0,0.11068601906299591,Liszt/240493/6
0.0,0.15924561023712158,Liszt/240493/7
0.0,0.11195281147956848,Liszt/240493/8
0.0,0.1749165654182434,Liszt/240493/9
0.0,0.1600554883480072,Liszt/240493/10
0.0,0.22974255681037903,Liszt/240493/11
0.0,0.4238152801990509,Liszt/240493/12
0.0,0.21036481857299805,Liszt/240493/13
0.0,0.8935219645500183,Liszt/240493/14
0.0,0.8915151357650757,Liszt/240493/15
0.0,0.8043556809425354,Liszt/240493/16
0.0,0.6299604177474976,Liszt/240493/17
0.0,0.08686105161905289,Liszt/240493/18
0.0,0.03751940280199051,Liszt/240493/19
0.0,0.075587198138237,Liszt/240493/20
0.0,0.17573098838329315,Liszt/240493/21
0.0,0.1480458676815033,Liszt/240493/22
0.0,0.06939652562141418,Beethoven/217744/2
0.0,0.11131628602743149,Beethoven/217744/3
0.0,0.14044392108917236,Beethoven/217744/4
0.0,0.16413338482379913,Beethoven/217744/5
0.0,0.09089057147502899,Beethoven/217744/6
0.0,0.10779456049203873,Beethoven/217744/7
0.0,0.1997394561767578,Beethoven/217744/8
0.0,0.10046093910932541,Beethoven/217744/9
0.0,0.09130239486694336,Beethoven/217744/10
0.0,0.1324174851179123,Beethoven/217744/11
0.0,0.18371397256851196,Beethoven/217744/12
0.0,0.22491836547851562,Schumann/54278/0
0.0,0.16902029514312744,Schumann/54278/1
0.0,0.13533632457256317,Schumann/54278/2
0.0,0.16033264994621277,Schumann/54278/3
0.0,0.14231014251708984,Schumann/54278/4
0.0,0.23500989377498627,Schumann/54278/5
0.0,0.11373989284038544,Schumann/54278/6
0.0,0.4170113801956177,Schumann/54278/7
0.0,0.10180202126502991,Schumann/54278/8
0.0,0.26875579357147217,Schumann/54278/9
0.0,0.25671347975730896,Schumann/54278/10
0.0,0.11244678497314453,Schubert/08916/0
0.0,0.08283937722444534,Schubert/08916/1
0.0,0.03881542757153511,Schubert/08916/2
0.0,0.08542874455451965,Schubert/08916/3
0.0,0.0858277678489685,Bach/00819/0
0.0,0.06424333900213242,Bach/00819/1
0.0,0.05479506030678749,Bach/00819/2
0.0,0.07812131196260452,Bach/00773/0
0.0,0.045785002410411835,Bach/00773/1
0.0,0.15533556044101715,Scriabin/09878/0
0.0,0.21169324219226837,Scriabin/09878/1
0.0,0.12478243559598923,Scriabin/09878/2
0.0,0.11950840055942535,Scriabin/09878/3
0.0,0.14100591838359833,Scriabin/09878/4
0.0,0.1436687707901001,Scriabin/09878/5
0.0,0.10448350012302399,Scriabin/09878/6
0.0,0.09297852218151093,Bach/03281/0
0.0,0.07229362428188324,Bach/03281/1
0.0,0.13042022287845612,Bach/03281/2
0.0,0.125099316239357,Bach/03281/3
0.0,0.08456911146640778,Beethoven/12824/0
0.0,0.05826215073466301,Beethoven/12824/1
0.0,0.07713418453931808,Beethoven/12824/2
0.0,0.12285507470369339,Beethoven/12824/3
0.0,0.06294501572847366,Bach/01011/0
0.0,0.061390239745378494,Bach/01011/1
0.0,0.055152300745248795,Bach/01011/2
0.0,0.06148108094930649,Bach/01011/3
0.0,0.07428015768527985,Bach/01011/4
0.0,0.05733492225408554,Bach/01011/5
0.0,0.1706412434577942,Schubert/03119/0
0.0,0.16595013439655304,Schubert/03119/1
0.0,0.14500340819358826,Schubert/03119/2
0.0,0.1381879597902298,Schubert/03119/3
0.0,0.13144034147262573,Schubert/03119/4
0.0,0.07165210694074631,Schubert/03119/5
0.0,0.09711714833974838,Schubert/03119/6
0.0,0.24928070604801178,Schubert/03119/7
0.0,0.13806883990764618,Schubert/03119/8
0.0,0.11276035010814667,Schubert/03119/9
0.0,0.2504045367240906,Schubert/08971/0
0.0,0.2247118502855301,Schubert/08971/1
0.0,0.1430315375328064,Beethoven/318765/0
0.0,0.09431464970111847,Chopin/73133/0
0.0,0.1700548529624939,Chopin/73133/1
0.0,0.10900497436523438,Chopin/73133/2
0.0,0.07753618061542511,Chopin/73133/3
0.0,0.14351017773151398,Chopin/73133/4
0.0,0.16399000585079193,Chopin/73133/5
0.0,0.10532756894826889,Liszt/06972/0
0.0,0.2161133736371994,Liszt/06972/1
0.0,0.21215522289276123,Liszt/06972/2
0.0,0.45275312662124634,Liszt/06972/3
0.0,0.321807324886322,Liszt/06972/4
0.0,0.11365824937820435,Liszt/06972/5
0.0,0.19852781295776367,Liszt/06972/6
0.0,0.16121520102024078,Liszt/06972/7
0.0,0.32121703028678894,Liszt/06972/8
0.0,0.08951057493686676,Liszt/06972/9
0.0,0.3255618214607239,Liszt/160396/0
0.0,0.13459153473377228,Liszt/160396/1
0.0,0.25312960147857666,Liszt/160396/2
0.0,0.1445610374212265,Liszt/160396/3
0.0,0.1849120855331421,Liszt/160396/4
0.0,0.250663161277771,Liszt/160396/5
0.0,0.24153515696525574,Liszt/160396/6
0.0,0.20583048462867737,Liszt/160396/7
0.0,0.199772909283638,Liszt/160396/8
0.0,0.13275156915187836,Liszt/160396/9
0.0,0.13703899085521698,Liszt/160396/10
0.0,0.07702981680631638,Scriabin/68478/0
0.0,0.10657309740781784,Scriabin/68478/1
0.0,0.1951056867837906,Scriabin/68478/2
0.0,0.1451391577720642,Scriabin/68478/3
0.0,0.12416490167379379,Beethoven/318763/0
0.0,0.10950378328561783,Bach/485255/0
0.0,0.06816358864307404,Bach/485255/1
0.0,0.05744032934308052,Bach/485255/2
0.0,0.16535352170467377,Bach/485255/3
0.0,0.06898918747901917,Bach/485255/4
0.0,0.051438696682453156,Bach/485255/5
0.0,0.04835280030965805,Bach/485255/6
0.0,0.05107120797038078,Bach/485255/7
0.0,0.058857161551713943,Bach/485255/8
0.0,0.11914549767971039,Chopin/441087/1
0.0,0.14780205488204956,Chopin/441087/2
0.0,0.11144576221704483,Haydn/471901/0
0.0,0.10627541691064835,Haydn/471901/1
0.0,0.07789339125156403,Haydn/471901/2
0.0,0.07315653562545776,Haydn/471901/3
0.0,0.06559716910123825,Haydn/471901/4
0.0,0.1213868260383606,Haydn/471901/5
0.0,0.10945359617471695,Haydn/471901/6
0.0,0.07038366049528122,Haydn/471901/7
0.0,0.10882758349180222,Haydn/471901/8
0.0,0.14263968169689178,Beethoven/419636/0
0.0,0.08179904520511627,Beethoven/419636/1
0.0,0.14824935793876648,Beethoven/419636/2
0.0,0.13984592258930206,Beethoven/419636/3
0.0,0.23405155539512634,Beethoven/419636/4
0.0,0.07223760336637497,Beethoven/419636/5
0.0,0.10042598843574524,Beethoven/419636/6
0.0,0.19726112484931946,Beethoven/419636/7
0.0,0.07131054997444153,Beethoven/419636/8
0.0,0.12600605189800262,Beethoven/419636/9
0.0,0.17749148607254028,Beethoven/419636/10
0.0,0.09618152678012848,Beethoven/419636/11
0.0,0.13175413012504578,Beethoven/419636/12
0.0,0.14183706045150757,Beethoven/419636/13
0.0,0.12390058487653732,Beethoven/419636/14
0.0,0.17318956553936005,Beethoven/419636/15
0.0,0.1431133896112442,Beethoven/419636/16
0.0,0.09560419619083405,Beethoven/419636/17
0.0,0.2538839876651764,Schumann/54919/7
0.0,0.1410384327173233,Schumann/54919/8
0.0,0.08187868446111679,Schumann/54919/9
0.0,0.07467658817768097,Schumann/54919/10
0.0,0.0847962498664856,Schumann/54919/11
0.0,0.18783235549926758,Schumann/54919/12
0.0,0.31273093819618225,Schumann/54919/13
0.0,0.11010291427373886,Schumann/54919/14
0.0,0.10120115429162979,Schumann/54919/15
0.0,0.14737823605537415,Schumann/54919/16
0.0,0.1257312297821045,Schumann/54919/17
0.0,0.13999271392822266,Schumann/54919/18
0.0,0.08303812146186829,Schumann/54919/19
0.0,0.16282692551612854,Schumann/54919/20
0.0,0.3784554600715637,Schumann/54919/21
0.0,0.2429720163345337,Schumann/54919/22
0.0,0.28478676080703735,Schumann/54919/23
0.0,0.10398054122924805,Schumann/54919/24
0.0,0.11444041877985,Schumann/54919/25
0.0,0.21045346558094025,Schumann/54919/26
0.0,0.03367234766483307,Bach/03276/0
0.0,0.052575621753931046,Bach/03276/1
0.0,0.04873908683657646,Bach/03276/2
0.0,0.06688062101602554,Bach/03276/3
0.0,0.03236744552850723,Bach/03276/4
0.0,0.2110685557126999,Chopin/112338/0
0.0,0.35547658801078796,Chopin/112338/1
0.0,0.3842727839946747,Chopin/112338/2
0.0,0.29876261949539185,Chopin/112338/3
0.0,0.28898993134498596,Chopin/112338/4
0.0,0.26261472702026367,Chopin/112338/5
0.0,0.2748623192310333,Chopin/112338/6
0.0,0.28579118847846985,Chopin/112338/7
0.0,0.2813502252101898,Chopin/112338/8
0.0,0.20168818533420563,Chopin/112338/9
0.0,0.24074044823646545,Bach/03201/0
0.0,0.15205030143260956,Bach/03201/1
0.0,0.1780879944562912,Chopin/520485/0
0.0,0.2205033302307129,Chopin/520485/1
0.0,0.2252267748117447,Chopin/520485/2
0.0,0.10327930003404617,Chopin/520485/3
0.0,0.11617673933506012,Chopin/520485/4
0.0,0.10794567316770554,Chopin/520485/5
0.0,0.15977990627288818,Chopin/520485/6
0.0,0.13669313490390778,Chopin/520485/7
0.0,0.18497790396213531,Chopin/520485/8
0.0,0.07552191615104675,Chopin/520485/9
0.0,0.11709202826023102,Chopin/520485/10
0.0,0.14174099266529083,Chopin/520485/11
0.0,0.09061796963214874,Chopin/520485/12
0.0,0.13089415431022644,Chopin/520485/13
0.0,0.12080848962068558,Chopin/520485/14
0.0,0.1650819629430771,Chopin/520485/15
0.0,0.06970109790563583,Chopin/520485/16
0.0,0.0566474013030529,Chopin/520485/17
0.0,0.13126589357852936,Chopin/520485/18
0.0,0.34134432673454285,Chopin/520485/19
0.0,0.08375115692615509,Chopin/520485/20
0.0,0.07850801199674606,Chopin/520485/21
0.0,0.23107591271400452,Chopin/520485/22
0.0,0.10681503266096115,Chopin/520485/23
0.0,0.07077676057815552,Chopin/520485/24
0.0,0.10898884385824203,Chopin/520485/25
0.0,0.1412457972764969,Chopin/520485/26
0.0,0.1695401966571808,Chopin/520485/27
0.0,0.08743034303188324,Chopin/520485/28
0.0,0.2564550042152405,Chopin/520485/29
0.0,0.09731939435005188,Chopin/520485/30
0.0,0.06442347913980484,Chopin/520485/31
0.0,0.16373012959957123,Chopin/520485/32
0.0,0.2254355102777481,Chopin/520485/33
0.0,0.16532938182353973,Chopin/520485/34
0.0,0.0783904567360878,Chopin/520485/35
0.0,0.07803646475076675,Chopin/520485/36
0.0,0.1679593175649643,Chopin/520485/37
0.0,0.09021974354982376,Chopin/520485/38
0.0,0.1731986403465271,Chopin/520485/39
0.0,0.16714034974575043,Chopin/520485/40
0.0,0.1153014674782753,Chopin/520485/41
0.0,0.10750941932201385,Chopin/520485/42
0.0,0.09260905534029007,Beethoven/05147/0
0.0,0.06374353915452957,Beethoven/05147/1
0.0,0.07502598315477371,Beethoven/05147/2
0.0,0.16357778012752533,Beethoven/05147/3
0.0,0.24532125890254974,Beethoven/05147/4
0.0,0.06521591544151306,Beethoven/05147/5
0.0,0.14169666171073914,Beethoven/05147/6
0.0,0.07594889402389526,Beethoven/05147/7
0.0,0.06829756498336792,Beethoven/05147/8
0.0,0.10463113337755203,Beethoven/05147/9
0.0,0.0849716067314148,Beethoven/05147/10
0.0,0.18943782150745392,Beethoven/05147/11
0.0,0.10792262107133865,Liszt/56088/0
0.0,0.05931907892227173,Liszt/56088/1
0.0,0.04443664476275444,Liszt/56088/2
0.0,0.09889888018369675,Liszt/56088/3
0.0,0.036409106105566025,Liszt/56088/4
0.0,0.2094065099954605,Liszt/56088/5
0.0,0.10377326607704163,Liszt/56088/6
0.0,0.17671985924243927,Liszt/56088/7
0.0,0.09268493205308914,Liszt/56088/8
0.0,0.10322018712759018,Liszt/56088/9
0.0,0.053833894431591034,Liszt/56088/10
0.0,0.0632394328713417,Liszt/56088/11
0.0,0.11968950927257538,Liszt/56088/12
0.0,0.09243644028902054,Liszt/56088/13
0.0,0.09257519245147705,Liszt/56088/14
0.0,0.13341446220874786,Liszt/56088/15
0.0,0.07963529229164124,Liszt/56088/16
0.0,0.09457430243492126,Liszt/56088/17
0.0,0.035975679755210876,Bach/02201/0
0.0,0.10057023912668228,Bach/02201/1
0.0,0.13650432229042053,Bach/02201/2
0.0,0.10230173170566559,Bach/02201/3
0.0,0.06897925585508347,Bach/02201/4
0.0,0.1779509335756302,Liszt/13666/1
0.0,0.16359928250312805,Liszt/13666/2
0.0,0.1860472559928894,Liszt/13666/3
0.0,0.10189863294363022,Liszt/13666/4
0.0,0.1280156522989273,Liszt/13666/5
0.0,0.09926128387451172,Liszt/13666/6
0.0,0.1397467404603958,Liszt/13666/7
0.0,0.1460884064435959,Liszt/13666/8
0.0,0.21280615031719208,Liszt/13666/9
0.0,0.22360120713710785,Liszt/13666/10
0.0,0.1591247022151947,Liszt/13666/11
0.0,0.09321893006563187,Liszt/13666/12
0.0,0.10503558069467545,Scriabin/68639/0
0.0,0.07960907369852066,Scriabin/68639/1
0.0,0.13790883123874664,Scriabin/68639/2
0.0,0.12188639491796494,Scriabin/68639/3
0.0,0.13731792569160461,Scriabin/68639/4
0.0,0.1578875184059143,Scriabin/68639/5
0.0,0.21843576431274414,Scriabin/68639/6
0.0,0.046435192227363586,Bach/03195/0
0.0,0.0677388459444046,Bach/03195/1
0.0,0.04119817912578583,Bach/03195/2
0.0,0.04732388257980347,Bach/03195/3
0.0,0.3067680597305298,Schumann/289741/0
0.0,0.10928851366043091,Schumann/289741/1
0.0,0.08738169074058533,Schumann/289741/2
0.0,0.15837129950523376,Schumann/289741/3
0.0,0.2158985286951065,Schumann/289741/4
0.0,0.15796609222888947,Schumann/289741/5
0.0,0.24924664199352264,Schumann/289741/6
0.0,0.23664020001888275,Schumann/289741/7
0.0,0.14521612226963043,Schumann/289741/8
0.0,0.13687236607074738,Schumann/289741/9
0.0,0.1913333535194397,Schumann/289741/10
0.0,0.26141130924224854,Schumann/289741/11
0.0,0.19356070458889008,Schumann/289741/12
0.0,0.16157031059265137,Schumann/289741/13
0.0,0.08695141971111298,Bach/29933/0
0.0,0.1073630303144455,Bach/29933/1
0.0,0.08172284811735153,Bach/29933/2
0.0,0.15220217406749725,Bach/29933/3
0.0,0.05827122926712036,Bach/29933/4
0.0,0.09564941376447678,Bach/29933/5
0.0,0.17983970046043396,Liszt/302244/0
0.0,0.1857396364212036,Liszt/302244/1
0.0,0.132287859916687,Liszt/302244/2
0.0,0.18187686800956726,Liszt/302244/3
0.0,0.15494780242443085,Liszt/302244/4
0.0,0.18859028816223145,Liszt/302244/5
0.0,0.04469486325979233,Chopin/96785/1
0.0,0.14662915468215942,Chopin/96785/2
0.0,0.058143455535173416,Chopin/96785/3
0.0,0.08548685908317566,Chopin/96785/4
0.0,0.11202003061771393,Mozart/24324/0
0.0,0.08969229459762573,Mozart/24324/1
0.0,0.08026193082332611,Mozart/24324/2
